"Data.Column1,Bone v Brain.xlsx,Bone v Breast.xlsx,Bone v Liver.xlsx,Bone v Lung.xlsx,Bone v Lymph node.xlsx,Bone v Muscle.xlsx,Bone v Ovary.xlsx,Bone v Peritoneum.xlsx,Bone v Pleura.xlsx,Bone v Skin.xlsx,Brain v Breast.xlsx,Brain v Liver.xlsx,Brain v Lung.xlsx,Brain v Lymph Node.xlsx,Brain v Muscle.xlsx,Brain v Ovary.xlsx,Brain v Peritoneum.xlsx,Brain v Pleura.xlsx,Brain v Skin.xlsx,Breast v Liver.xlsx,Breast v Lung.xlsx,Breast v Lymph Node.xlsx,Breast v Muscle.xlsx,Breast v Ovary.xlsx,Breast v Peritonuem.xlsx,Breast v Pleura.xlsx,Breast v Skin.xlsx,Liver v Lung.xlsx,Liver v Lymph Node.xlsx,Liver v Muscle.xlsx,Liver v Ovary.xlsx,Liver v Peritoneum.xlsx,Liver v Pleura.xlsx,Liver v Skin.xlsx,Lung v Lymph Node.xlsx,Lung v Muscle.xlsx,Lung v Ovary.xlsx,Lung v Peritoneum.xlsx,Lung v Pleura.xlsx,Lung v Skin.xlsx,Lymph Node v Muscle.xlsx,Lymph Node v Ovary.xlsx,Lymph Node v Peritoneum.xlsx,Lymph Node v Pleura.xlsx,Lymph Node v Skin.xlsx,Muscle v Ovary.xlsx,Muscle v Peritoneum.xlsx,Muscle v Pleura.xlsx,Muscle v Skin.xlsx,Ovary v Peritoneum.xlsx,Ovary v Pleura.xlsx,Ovary v Skin.xlsx,Peritenum v Skin.xlsx,Peritoneum v Pleura.xlsx,Pleura v Skin.xlsx"
"SFRP2,0.295891,-2.023449,2.04638,-2.151876,-1.1336501,-2.73063,-0.37894,-1.67448,-1.7867933,-2.581915,-2.31934,1.750492,-2.447768,-1.429542,-3.02652,-0.67483,-1.9703672,-2.082685,-2.88,4.0698324,-0.128428,0.889799,-0.70718,1.644508,0.34897,0.236656,-0.558466,-4.19826,-3.180034,-4.77701,-2.42532,-3.72086,-3.833177,-4.6283,1.01823,-0.57875,1.77294,0.477401,0.3650831,-0.43004,-1.59698,0.75471,-0.54083,-0.6531432,-1.448265,2.35169,1.05615,0.94383,0.14871,-1.29554,-1.40785,-2.20297,-0.907439,-0.112318,-0.795122"
"SFRP4,1.686148,0.558583,2.47168,0.110161,0.0419022,-1.44909,-2.3911,0.6605,-0.1866971,0.959019,-1.12757,0.785529,-1.575988,-1.644246,-3.13524,-4.07725,-1.0256492,-1.872846,-0.727,1.9130949,-0.448422,-0.516681,-2.00767,-2.949684,0.10192,-0.74528,0.400436,-2.36152,-2.429776,-3.920767,-4.86278,-1.81118,-2.658375,-1.51266,-0.06826,-1.55925,-2.50126,0.550338,-0.296858,0.84886,-1.49099,-2.433,0.6186,-0.2285993,0.917116,-0.94201,2.10959,1.26239,2.40811,3.0516,2.2044,3.35012,0.298519,-0.847196,1.145716"
"SHC2,0.31505,1.031474,-0.24601,0.118818,0.666678,0.44979,1.07764,2.2332,0.780987,0.764159,0.71642,-0.561057,-0.196232,0.351628,0.13474,0.76259,1.918146,0.465937,0.449,-1.2774811,-0.912656,-0.364796,-0.58168,0.046169,1.20172,-0.250487,-0.267315,0.36482,0.912685,0.695797,1.32365,2.4792,1.026994,1.01017,0.54786,0.33097,0.95883,2.114378,0.662169,0.64534,-0.21689,0.41097,1.56652,0.114309,0.097481,0.62785,1.78341,0.3312,0.31437,1.15555,-0.29666,-0.31348,-1.469037,-1.452209,-0.016828"
"SHC4,-1.547127,0.581537,0.50587,-0.016038,-0.0063141,1.53598,-0.56781,0.31952,0.6467561,-0.322095,2.12866,2.052996,1.531089,1.540813,3.0831,0.97931,1.8666509,2.193884,1.23,-0.075668,-0.597575,-0.587851,0.95444,-1.149351,-0.26201,0.06522,-0.903631,-0.52191,-0.512183,1.030108,-1.07368,-0.18634,0.140888,-0.82796,0.00972,1.55201,-0.55178,0.335562,0.6627944,-0.30606,1.54229,-0.5615,0.32584,0.6530702,-0.315781,-2.10379,-1.21645,-0.88922,-1.85807,0.88734,1.21457,0.24572,-0.641618,0.327233,-0.968851"
"SHE,0.506844,0.305191,-0.18198,-1.047139,0.0645197,-0.55796,-0.71995,-0.30365,-0.1436445,-0.705096,-0.20165,-0.688825,-1.553982,-0.442324,-1.06481,-1.22679,-0.8104893,-0.650488,-1.21,-0.4871722,-1.35233,-0.240671,-0.86315,-1.02514,-0.60884,-0.448835,-1.010287,-0.86516,0.246501,-0.375982,-0.53797,-0.12166,0.038337,-0.52311,1.11166,0.48918,0.32719,0.743493,0.9034943,0.34204,-0.62248,-0.78447,-0.36817,-0.2081642,-0.769615,-0.16199,0.25432,0.41432,-0.14713,0.4163,0.5763,0.01485,-0.40145,0.160001,-0.561451"
"SHMT2,-0.682832,-0.240705,-0.0152,-0.001992,0.1575192,1.02453,0.76819,-0.14854,0.255763,-0.113758,0.44213,0.667629,0.68084,0.840352,1.70736,1.45102,0.5342922,0.938595,0.569,0.2255012,0.238713,0.398224,1.26524,1.008892,0.09216,0.496468,0.126947,0.01321,0.172723,1.039735,0.78339,-0.13334,0.270967,-0.09855,0.15951,1.02652,0.77018,-0.146548,0.2577553,-0.11177,0.86701,0.61067,-0.30606,0.0982439,-0.271277,-0.25634,-1.17307,-0.76877,-1.13829,-0.91673,-0.51242,-0.88195,0.034782,0.404303,-0.369521"
"SIDT1,1.358039,1.146367,0.44856,1.195617,0.8749124,0.00533,2.32152,2.81215,1.3968164,1.776099,-0.21167,-0.909479,-0.162423,-0.483127,-1.35271,0.96348,1.4541077,0.038777,0.418,-0.697806,0.04925,-0.271454,-1.14104,1.175157,1.66578,0.25045,0.629732,0.74706,0.426352,-0.443232,1.87296,2.36359,0.948256,1.32754,-0.3207,-1.19029,1.12591,1.616531,0.2011998,0.58048,-0.86958,1.44661,1.93723,0.521904,0.901186,2.3162,2.80682,1.39149,1.77077,0.49062,-0.92471,-0.54542,-1.036048,-1.415331,0.379282"
"SIGIRR,0.646944,0.699459,-0.21308,0.248235,0.2537051,0.01465,1.3461,0.54427,0.2428938,0.58731,0.05252,-0.860025,-0.398709,-0.393238,-0.6323,0.69915,-0.1026755,-0.40405,-0.0596,-0.9125404,-0.451224,-0.445753,-0.68481,0.64664,-0.15519,-0.456565,-0.112149,0.46132,0.466787,0.227729,1.55918,0.75735,0.455976,0.80039,0.00547,-0.23359,1.09786,0.296033,-0.0053412,0.33907,-0.23906,1.09239,0.29056,-0.0108114,0.333605,1.33145,0.52962,0.22825,0.57266,-0.80183,-1.1032,-0.75879,0.043042,-0.301374,0.344416"
"SIX1,0.177663,1.235671,-0.66361,-0.323459,0.9766556,0.79643,0.58866,0.76835,0.1906405,1.878028,1.05801,-0.841277,-0.501122,0.798993,0.61877,0.41099,0.5906851,0.012978,1.7,-1.8992861,-1.559131,-0.259016,-0.43924,-0.647016,-0.46732,-1.045031,0.642356,0.34016,1.64027,1.460043,1.25227,1.43196,0.854255,2.54164,1.30011,1.11989,0.91211,1.091807,0.5140997,2.20149,-0.18023,-0.388,-0.20831,-0.7860151,0.901372,-0.20777,-0.02808,-0.60579,1.0816,0.17969,-0.39801,1.28937,1.10968,-0.577707,1.687387"
"SKA3,0.054824,0.153311,0.33021,-0.095631,0.2917486,1.66659,0.91041,0.22602,0.5075395,0.482566,0.09849,0.275389,-0.150455,0.236924,1.61177,0.85558,0.1711984,0.452715,0.428,0.176903,-0.248941,0.138438,1.51328,0.757098,0.07271,0.354229,0.329255,-0.42584,-0.038465,1.336376,0.5802,-0.10419,0.177326,0.15235,0.38738,1.76222,1.00604,0.321653,0.6031701,0.5782,1.37484,0.61866,-0.06573,0.2157909,0.190818,-0.75618,-1.44057,-1.15905,-1.18402,-0.68439,-0.40287,-0.42784,0.256544,0.281517,-0.024973"
"SKP1,0.549173,0.329733,-0.28044,0.228536,0.1660305,-1.08295,-0.18129,0.15823,0.182064,0.418394,-0.21944,-0.829615,-0.320637,-0.383143,-1.63212,-0.73047,-0.3909412,-0.367109,-0.131,-0.6101752,-0.101196,-0.163702,-1.41268,-0.511025,-0.1715,-0.147669,0.088661,0.50898,0.446473,-0.802509,0.09915,0.43867,0.462506,0.69884,-0.06251,-1.31149,-0.40983,-0.070305,-0.0464725,0.18986,-1.24898,-0.34732,-0.0078,0.0160335,0.252364,0.90166,1.24118,1.26502,1.50135,0.33952,0.36336,0.59969,0.260162,0.023832,0.23633"
"SKP2,0.510753,0.147433,-0.04521,-0.093083,0.2480553,0.50083,-0.01824,0.2028,0.1555205,0.422533,-0.36332,-0.555966,-0.603836,-0.262698,-0.00993,-0.52899,-0.3079576,-0.355233,-0.0882,-0.1926466,-0.240517,0.100622,0.35339,-0.165675,0.05536,0.008087,0.2751,-0.04787,0.293269,0.546039,0.02697,0.24801,0.200734,0.46775,0.34114,0.59391,0.07484,0.295879,0.2486038,0.51562,0.25277,-0.2663,-0.04526,-0.0925348,0.174478,-0.51907,-0.29803,-0.3453,-0.07829,0.22104,0.17376,0.44078,0.219738,-0.047275,0.267013"
"SLC2A1,-1.044341,-0.733705,-0.4404,-1.13929,-0.2574187,0.3491,-0.41716,-0.48425,-0.4414115,-0.790758,0.31064,0.603938,-0.094948,0.786923,1.39344,0.62718,0.5600936,0.60293,0.254,0.2933019,-0.405585,0.476286,1.08281,0.316542,0.24946,0.292293,-0.057053,-0.69889,0.182984,0.789505,0.02324,-0.04384,-0.001008,-0.35035,0.88187,1.48839,0.72213,0.655042,0.6978781,0.34853,0.60652,-0.15974,-0.22683,-0.1839928,-0.533339,-0.76626,-0.83335,-0.79051,-1.13986,-0.06708,-0.02425,-0.37359,-0.30651,0.042836,-0.349346"
"SLC39A6,1.074835,1.410053,0.51622,1.148862,0.6579211,-1.01831,1.8366,1.87401,0.6689027,1.919799,0.33522,-0.558616,0.074027,-0.416914,-2.09314,0.76177,0.7991744,-0.405933,0.845,-0.8938337,-0.261191,-0.752131,-2.42836,0.426551,0.46396,-0.74115,0.509747,0.63264,0.141702,-1.534527,1.32038,1.35779,0.152684,1.40358,-0.49094,-2.16717,0.68774,0.725148,-0.4799591,0.77094,-1.67623,1.17868,1.21609,0.0109816,1.261878,2.85491,2.89232,1.68721,2.93811,0.03741,-1.1677,0.0832,0.04579,-1.205107,1.250897"
"SLC44A4,2.097891,1.658855,0.34055,0.970975,1.7687733,-0.08048,1.87446,2.11765,1.7047319,2.679273,-0.43904,-1.757336,-1.126916,-0.329117,-2.17837,-0.22343,0.0197639,-0.393159,0.581,-1.3183,-0.68788,0.109919,-1.73933,0.215602,0.4588,0.045877,1.020419,0.63042,1.428219,-0.421033,1.5339,1.7771,1.364177,2.33872,0.7978,-1.05145,0.90348,1.14668,0.733757,1.7083,-1.84925,0.10568,0.34888,-0.0640414,0.9105,1.95493,2.19813,1.78521,2.75975,0.2432,-0.16972,0.80482,0.561619,-0.412923,0.974542"
"SLPI,-0.177909,-0.581897,0.71107,-1.715267,1.2901357,1.66808,1.60514,-1.29133,-0.5435845,-1.138739,-0.40399,0.888982,-1.537358,1.468045,1.84599,1.78305,-1.1134159,-0.365675,-0.961,1.2929697,-1.13337,1.872033,2.24998,2.187035,-0.70943,0.038312,-0.556842,-2.42634,0.579063,0.957011,0.89406,-2.0024,-1.254657,-1.84981,3.0054,3.38335,3.32041,0.423942,1.1716829,0.57653,0.37795,0.315,-2.58146,-1.8337202,-2.428874,-0.06295,-2.95941,-2.21167,-2.80682,-2.89646,-2.14872,-2.74388,0.152586,0.747741,-0.595154"
"SMAD1,0.320931,0.522309,-0.01668,-0.127544,0.1458543,0.04154,0.23914,0.87969,0.4324278,0.1497,0.20138,-0.337612,-0.448475,-0.175076,-0.27939,-0.08179,0.5587584,0.111497,-0.171,-0.538991,-0.649854,-0.376455,-0.48077,-0.283165,0.35738,-0.089882,-0.37261,-0.11086,0.162536,0.058225,0.25583,0.89637,0.449109,0.16638,0.2734,0.16909,0.36669,1.007233,0.5599719,0.27724,-0.10431,0.09329,0.73383,0.2865735,0.003845,0.1976,0.83815,0.39088,0.10816,0.64054,0.19328,-0.08945,-0.72999,-0.447261,-0.282728"
"SMAD3,0.889195,1.527438,0.52116,0.48476,0.8436223,0.01993,0.20835,1.85619,0.6242079,1.337982,0.63824,-0.368031,-0.404435,-0.045572,-0.86926,-0.68084,0.9669933,-0.264987,0.449,-1.0062741,-1.042678,-0.683815,-1.5075,-1.319085,0.32875,-0.90323,-0.189456,-0.0364,0.322459,-0.50123,-0.31281,1.33502,0.103044,0.81682,0.35886,-0.46483,-0.27641,1.371428,0.1394483,0.85322,-0.82369,-0.63527,1.01257,-0.2194144,0.49436,0.18842,1.83625,0.60427,1.31805,1.64784,0.41586,1.12963,-0.518206,-1.23198,0.713774"
"SMAD4,0.701432,0.431045,-0.01161,0.221795,0.4465109,-0.37578,-0.25676,0.68455,0.1907179,0.37442,-0.27039,-0.71304,-0.479637,-0.254921,-1.07721,-0.9582,-0.0168796,-0.510714,-0.327,-0.4426533,-0.209251,0.015466,-0.80682,-0.687809,0.25351,-0.240327,-0.056625,0.2334,0.458119,-0.364167,-0.24516,0.69616,0.202326,0.38603,0.22472,-0.59757,-0.47856,0.462758,-0.0310767,0.15263,-0.82229,-0.70328,0.23804,-0.2557929,-0.072091,0.11901,1.06033,0.56649,0.75019,0.94132,0.44748,0.63118,-0.310132,-0.493834,0.183702"
"SMAD5,0.316995,0.151503,-0.30139,0.066746,0.3793189,-0.59632,-0.62551,0.14789,0.1701903,-0.133934,-0.16549,-0.618383,-0.250249,0.062324,-0.91331,-0.9425,-0.1691015,-0.146805,-0.451,-0.4528907,-0.084757,0.227816,-0.74782,-0.777008,-0.00361,0.018687,-0.285437,0.36813,0.680707,-0.294929,-0.32412,0.44928,0.471578,0.16745,0.31257,-0.66306,-0.69225,0.081148,0.1034444,-0.20068,-0.97564,-1.00482,-0.23143,-0.2091286,-0.513253,-0.02919,0.74421,0.76651,0.46238,0.7734,0.7957,0.49157,-0.281828,0.022297,-0.304125"
"SMC1B,-0.381778,-0.161524,0.43754,-0.619528,-0.3073053,0.94071,0.0623,1.0365,0.1951637,0.000831,0.22025,0.819319,-0.23775,0.074473,1.32248,0.44407,1.4182775,0.576942,0.383,0.5990642,-0.458004,-0.145782,1.10223,0.22382,1.19802,0.356687,0.162355,-1.05707,-0.744846,0.503166,-0.37524,0.59896,-0.242377,-0.43671,0.31222,1.56023,0.68182,1.656027,0.8146916,0.62036,1.24801,0.3696,1.3438,0.502469,0.308137,-0.87841,0.09579,-0.74554,-0.93988,0.9742,0.13287,-0.06146,-1.035668,-0.841335,-0.194332"
"SMO,0.371439,0.339248,0.06808,-0.199065,0.4956362,0.94518,-1.18454,0.77202,0.0181668,0.038692,-0.03219,-0.303354,-0.570504,0.124198,0.57374,-1.55598,0.4005781,-0.353272,-0.333,-0.2711626,-0.538313,0.156389,0.60593,-1.523786,0.43277,-0.321081,-0.300556,-0.26715,0.427551,0.877092,-1.25262,0.70393,-0.049918,-0.02939,0.6947,1.14424,-0.98547,0.971082,0.2172321,0.23776,0.44954,-1.68017,0.27638,-0.4774694,-0.456944,-2.12972,-0.17316,-0.92701,-0.90649,1.95656,1.20271,1.22323,-0.733325,-0.75385,0.020525"
"SMURF2,0.262375,0.477519,0.52224,0.341245,0.5879026,0.64693,0.50082,0.76537,0.3028821,0.499213,0.21514,0.259862,0.07887,0.325528,0.38456,0.23844,0.5029964,0.040508,0.237,0.0447181,-0.136274,0.110384,0.16942,0.023298,0.28785,-0.174637,0.021694,-0.18099,0.065666,0.124697,-0.02142,0.24313,-0.219355,-0.02302,0.24666,0.30569,0.15957,0.424126,-0.0383627,0.15797,0.05903,-0.08709,0.17747,-0.2850205,-0.08869,-0.14612,0.11844,-0.34405,-0.14772,0.26455,-0.19794,-0.0016,-0.266158,-0.462489,0.19633"
"SNAI1,0.741234,0.611042,1.11559,-0.228354,1.0975732,1.25184,1.42217,0.90625,0.9080875,0.131194,-0.13019,0.374361,-0.969588,0.35634,0.51061,0.68093,0.165018,0.166854,-0.61,0.504553,-0.839396,0.486531,0.6408,0.811124,0.29521,0.297046,-0.479848,-1.34395,-0.018022,0.136249,0.30657,-0.20934,-0.207507,-0.9844,1.32593,1.4802,1.65052,1.134606,1.1364419,0.35955,0.15427,0.32459,-0.19132,-0.1894858,-0.96638,0.17032,-0.34559,-0.34376,-1.12065,-0.51591,-0.51408,-1.29097,-0.775058,0.001836,-0.776894"
"SNAI2,1.829542,0.583792,0.6401,-0.20916,0.8654751,0.27836,-1.33137,0.25895,0.7872329,-0.30752,-1.24575,-1.189444,-2.038702,-0.964067,-1.55119,-3.16091,-1.5705892,-1.042309,-2.14,0.0563068,-0.792951,0.281684,-0.30544,-1.915161,-0.32484,0.203441,-0.891312,-0.84926,0.225377,-0.361742,-1.97147,-0.38115,0.147134,-0.94762,1.07463,0.48752,-1.12221,0.468113,0.9963924,-0.09836,-0.58712,-2.19684,-0.60652,-0.0782423,-1.172995,-1.60973,-0.0194,0.50888,-0.58588,1.59032,2.1186,1.02385,-0.566473,0.52828,-1.094753"
"SOCS1,0.715366,0.599017,0.43548,-0.464205,0.4191169,0.74772,0.46535,0.45659,0.0897361,0.335062,-0.11635,-0.279889,-1.179571,-0.296249,0.03235,-0.25001,-0.2587771,-0.62563,-0.38,-0.1635405,-1.063222,-0.1799,0.1487,-0.133665,-0.14243,-0.509281,-0.263955,-0.89968,-0.01636,0.312239,0.02988,0.02111,-0.34574,-0.10041,0.88332,1.21192,0.92956,0.920794,0.5539415,0.79927,0.3286,0.04624,0.03747,-0.3293808,-0.084055,-0.28236,-0.29113,-0.65798,-0.41265,-0.00876,-0.37562,-0.13029,-0.121527,-0.366853,0.245326"
"SOCS2,0.728358,0.941936,0.65686,-0.074153,1.316847,0.75272,0.23317,1.51551,1.0786983,0.546116,0.21358,-0.071496,-0.802511,0.588489,0.02437,-0.49519,0.7871507,0.35034,-0.182,-0.2850743,-1.01609,0.374911,-0.18921,-0.708766,0.57357,0.136762,-0.39582,-0.73102,0.659985,0.095862,-0.42369,0.85865,0.421836,-0.11075,1.391,0.82688,0.30732,1.589662,1.1528517,0.62027,-0.56412,-1.08368,0.19866,-0.2381487,-0.770731,-0.51955,0.76278,0.32597,-0.20661,1.28234,0.84553,0.31295,-0.969393,-0.43681,-0.532582"
"SOCS3,-0.99876,-0.261145,0.68471,-1.09418,-0.0940805,-1.00418,0.25021,-0.74044,-0.6411433,-0.645131,0.73761,1.683469,-0.09542,0.90468,-0.00542,1.24897,0.258325,0.357617,0.354,0.9458542,-0.833035,0.167065,-0.74304,0.511355,-0.47929,-0.379998,-0.383986,-1.77889,-0.778789,-1.688893,-0.4345,-1.42514,-1.325852,-1.32984,1.0001,0.09,1.34439,0.353745,0.4530368,0.44905,-0.9101,0.34429,-0.64635,-0.5470628,-0.551051,1.25439,0.26375,0.36304,0.35905,-0.99064,-0.89135,-0.89534,0.095304,0.099292,-0.003988"
"SOX10,-4.779981,-0.677927,0.92474,-1.404487,0.2461521,2.53194,-1.59637,-1.42391,-0.1513725,-3.553206,4.10205,5.70472,3.375494,5.026134,7.31192,3.18361,3.3560678,4.628609,1.23,1.6026654,-0.72656,0.924079,3.20986,-0.918443,-0.74599,0.526555,-2.875278,-2.32923,-0.678586,1.6072,-2.52111,-2.34865,-1.076111,-4.47794,1.65064,3.93642,-0.19188,-0.019427,1.2531146,-2.14872,2.28579,-1.84252,-1.67007,-0.3975247,-3.799358,-4.12831,-3.95585,-2.68331,-6.08514,0.17246,1.445,-1.95684,-2.129292,1.272541,-3.401833"
"SOX17,-0.360903,1.187265,1.38364,0.201118,1.5102115,1.71705,0.40021,1.7551,1.3510934,1.034789,1.54817,1.744541,0.562021,1.871114,2.07795,0.76111,2.1160044,1.711996,1.4,0.1963726,-0.986148,0.322946,0.52978,-0.78706,0.56784,0.163828,-0.152476,-1.18252,0.126574,0.33341,-0.98343,0.37146,-0.032545,-0.34885,1.30909,1.51593,0.19909,1.553984,1.1499758,0.83367,0.20684,-1.11001,0.24489,-0.1591181,-0.475423,-1.31684,0.03805,-0.36595,-0.68226,1.3549,0.95089,0.63458,-0.720313,-0.404008,-0.316304"
"SOX2,-1.752801,0.198779,1.00943,-1.573916,1.239403,2.03011,0.139,0.66498,1.5865574,0.521209,1.95158,2.762236,0.178886,2.992204,3.78291,1.8918,2.4177818,3.339359,2.27,0.8106557,-1.772695,1.040624,1.83133,-0.059779,0.4662,1.387778,0.32243,-2.58335,0.229968,1.020673,-0.87044,-0.34445,0.577122,-0.48823,2.81332,3.60402,1.71292,2.238896,3.160473,2.09512,0.79071,-1.1004,-0.57442,0.3471544,-0.718194,-1.89111,-1.36513,-0.44355,-1.5089,0.52598,1.44756,0.38221,-0.143771,0.921577,-1.065348"
"SOX9,-0.608215,-0.332721,-0.87448,-0.531823,0.1520204,-1.48464,-0.23897,-0.17491,0.0276877,0.295114,0.27549,-0.26627,0.076392,0.760235,-0.87643,0.36924,0.4333039,0.635902,0.903,-0.5417632,-0.199102,0.484741,-1.15192,0.093751,0.15781,0.360409,0.627835,0.34266,1.026505,-0.610156,0.63551,0.69957,0.902172,1.1696,0.68384,-0.95282,0.29285,0.356912,0.5595108,0.82694,-1.63666,-0.39099,-0.32693,-0.1243327,0.143094,1.24567,1.30973,1.51233,1.77975,0.06406,0.26666,0.53408,0.470025,0.202599,0.267427"
"SP1,0.799124,0.560978,0.23372,0.228213,0.5437514,0.1781,0.63515,0.63061,0.2443558,0.500266,-0.23815,-0.565401,-0.570911,-0.255372,-0.62102,-0.16397,-0.168518,-0.554768,-0.299,-0.3272549,-0.332765,-0.017226,-0.38288,0.074176,0.06963,-0.316622,-0.060712,-0.00551,0.310029,-0.055622,0.40143,0.39688,0.010633,0.26654,0.31554,-0.05011,0.40694,0.402393,0.0161432,0.27205,-0.36565,0.0914,0.08685,-0.2993956,-0.043486,0.45705,0.4525,0.06625,0.32216,-0.00455,-0.3908,-0.13489,-0.13034,-0.38625,0.25591"
"SPC25,0.217815,0.268688,0.33875,-0.072584,0.31348,1.27108,1.18769,0.1695,0.4924479,0.689913,0.05087,0.120937,-0.290398,0.095665,1.05326,0.96987,-0.04831,0.274633,0.472,0.0700632,-0.341272,0.044792,1.00239,0.918997,-0.09918,0.22376,0.421225,-0.41134,-0.025271,0.932327,0.84893,-0.16925,0.153697,0.35116,0.38606,1.34366,1.26027,0.242088,0.5650316,0.7625,0.9576,0.87421,-0.14398,0.1789679,0.376433,-0.08339,-1.10157,-0.77863,-0.58117,-1.01818,-0.69524,-0.49777,0.520409,0.322943,0.197465"
"SPDEF,0.58902,0.849963,-0.07585,0.502818,0.5674527,0.40372,1.17258,1.71107,1.3299388,1.817944,0.26094,-0.66487,-0.086202,-0.021568,-0.1853,0.58356,1.122045,0.740919,1.23,-0.925812,-0.347144,-0.28251,-0.44625,0.322616,0.8611,0.479976,0.967981,0.57867,0.643302,0.479566,1.24843,1.78691,1.405788,1.89379,0.06463,-0.0991,0.66976,1.208247,0.8271206,1.31513,-0.16374,0.60513,1.14361,0.7624861,1.250491,0.76886,1.30735,0.92622,1.41423,0.53849,0.15736,0.64536,0.106879,-0.381126,0.488005"
"SPN,0.8189,0.61157,0.53534,-0.264182,0.2857487,1.20479,1.30041,0.22782,-0.111962,0.346796,-0.20733,-0.283555,-1.083083,-0.533152,0.38589,0.48151,-0.5910827,-0.930862,-0.472,-0.0762252,-0.875753,-0.325821,0.59322,0.688838,-0.38375,-0.723532,-0.264774,-0.79953,-0.249596,0.669442,0.76506,-0.30753,-0.647307,-0.18855,0.54993,1.46897,1.56459,0.492,0.1522205,0.61098,0.91904,1.01466,-0.05793,-0.3977107,0.061048,0.09562,-0.97697,-1.31675,-0.85799,-1.07259,-1.41237,-0.95361,0.118979,-0.33978,0.458758"
"SPP1,-0.183561,1.302385,1.85066,1.823939,1.3116829,1.51841,4.07128,2.51129,1.5903184,2.519785,1.48595,2.034225,2.0075,1.495244,1.70197,4.25484,2.694848,1.77388,2.7,0.5482778,0.521554,0.009297,0.21603,2.768891,1.2089,0.287933,1.2174,-0.02672,-0.53898,-0.332253,2.22061,0.66062,-0.260345,0.66912,-0.51226,-0.30553,2.24734,0.687348,-0.2336208,0.69585,0.20673,2.75959,1.1996,0.2786355,1.208102,2.55287,0.99288,0.07191,1.00137,-1.55999,-2.48096,-1.55149,0.008498,-0.920968,0.929467"
"SPRY1,-0.255964,0.056265,-0.22172,-0.623123,0.3548914,-0.68753,-1.00655,-0.43914,-0.2939659,-0.497113,0.31223,0.034245,-0.367158,0.610856,-0.43156,-0.75058,-0.1831737,-0.038002,-0.241,-0.277985,-0.679388,0.298626,-0.74379,-1.062814,-0.4954,-0.350231,-0.553379,-0.4014,0.576611,-0.465805,-0.78483,-0.21742,-0.072246,-0.27539,0.97801,-0.0644,-0.38343,0.183985,0.3291567,0.12601,-1.04242,-1.36144,-0.79403,-0.6488573,-0.852005,-0.31902,0.24839,0.39356,0.19041,0.56741,0.71258,0.50944,-0.057975,0.145172,-0.203147"
"SPRY2,-0.648423,0.474061,0.20695,-0.982934,0.5119909,-0.94461,-0.75138,-0.08988,0.3971296,-0.383327,1.12248,0.855369,-0.334512,1.160414,-0.29618,-0.10296,0.5585433,1.045552,0.265,-0.2671153,-1.456996,0.03793,-1.41867,-1.225443,-0.56394,-0.076932,-0.857389,-1.18988,0.305045,-1.151552,-0.95833,-0.29683,0.190184,-0.59027,1.49493,0.03833,0.23155,0.893055,1.3800641,0.59961,-1.4566,-1.26337,-0.60187,-0.1148612,-0.895318,0.19322,0.85473,1.34174,0.56128,0.6615,1.14851,0.36805,-0.293448,0.487009,-0.780457"
"SPRY4,-0.175424,0.339345,0.11283,-0.370255,0.3227668,0.29526,0.44935,0.73147,0.695805,0.298953,0.51477,0.288258,-0.194831,0.498191,0.47069,0.62477,0.9068902,0.871229,0.474,-0.2265103,-0.709599,-0.016578,-0.04408,0.110006,0.39212,0.35646,-0.040392,-0.48309,0.209932,0.182429,0.33652,0.61863,0.58297,0.18612,0.69302,0.66552,0.81961,1.101721,1.0660595,0.66921,-0.0275,0.12658,0.4087,0.3730382,-0.023813,0.15409,0.4362,0.40054,0.00369,0.28212,0.24645,-0.1504,-0.432513,-0.035661,-0.396852"
"SRPX,2.283041,1.128924,1.72772,0.672353,1.6519326,-0.12798,0.36558,0.11286,1.1616543,0.393296,-1.15412,-0.55532,-1.610688,-0.631109,-2.41102,-1.91746,-2.1701809,-1.121387,-1.89,0.5987975,-0.456571,0.523008,-1.2569,-0.763347,-1.01606,0.03273,-0.735628,-1.05537,-0.075789,-1.855701,-1.36214,-1.61486,-0.566067,-1.33443,0.97958,-0.80033,-0.30678,-0.559492,0.4893013,-0.27906,-1.77991,-1.28636,-1.53907,-0.4902783,-1.258637,0.49356,0.24084,1.28963,0.52128,-0.25272,0.79608,0.02772,0.280435,1.048794,-0.768358"
"ST6GALNAC2,0.588104,1.462381,0.50613,0.800421,1.3090849,-0.16316,1.29083,2.95603,1.6791604,1.523536,0.87428,-0.081974,0.212317,0.720981,-0.75126,0.70273,2.3679242,1.091056,0.935,-0.9562497,-0.661959,-0.153296,-1.62554,-0.171551,1.49365,0.21678,0.061156,0.29429,0.802954,-0.669287,0.7847,2.4499,1.17303,1.01741,0.50866,-0.96358,0.49041,2.155607,0.8787392,0.72312,-1.47224,-0.01826,1.64694,0.3700755,0.214452,1.45399,3.11918,1.84232,1.68669,1.6652,0.38833,0.23271,-1.432492,-1.276868,-0.155624"
