"Data.Column1,Bone v Brain.xlsx,Bone v Breast.xlsx,Bone v Liver.xlsx,Bone v Lung.xlsx,Bone v Lymph node.xlsx,Bone v Muscle.xlsx,Bone v Ovary.xlsx,Bone v Peritoneum.xlsx,Bone v Pleura.xlsx,Bone v Skin.xlsx,Brain v Breast.xlsx,Brain v Liver.xlsx,Brain v Lung.xlsx,Brain v Lymph Node.xlsx,Brain v Muscle.xlsx,Brain v Ovary.xlsx,Brain v Peritoneum.xlsx,Brain v Pleura.xlsx,Brain v Skin.xlsx,Breast v Liver.xlsx,Breast v Lung.xlsx,Breast v Lymph Node.xlsx,Breast v Muscle.xlsx,Breast v Ovary.xlsx,Breast v Peritonuem.xlsx,Breast v Pleura.xlsx,Breast v Skin.xlsx,Liver v Lung.xlsx,Liver v Lymph Node.xlsx,Liver v Muscle.xlsx,Liver v Ovary.xlsx,Liver v Peritoneum.xlsx,Liver v Pleura.xlsx,Liver v Skin.xlsx,Lung v Lymph Node.xlsx,Lung v Muscle.xlsx,Lung v Ovary.xlsx,Lung v Peritoneum.xlsx,Lung v Pleura.xlsx,Lung v Skin.xlsx,Lymph Node v Muscle.xlsx,Lymph Node v Ovary.xlsx,Lymph Node v Peritoneum.xlsx,Lymph Node v Pleura.xlsx,Lymph Node v Skin.xlsx,Muscle v Ovary.xlsx,Muscle v Peritoneum.xlsx,Muscle v Pleura.xlsx,Muscle v Skin.xlsx,Ovary v Peritoneum.xlsx,Ovary v Pleura.xlsx,Ovary v Skin.xlsx,Peritenum v Skin.xlsx,Peritoneum v Pleura.xlsx,Pleura v Skin.xlsx"
"ITPR1,0.069551,0.156194,-0.6526,-0.497768,-0.5538286,0.14863,-1.14082,0.12508,-0.184013,0.124587,0.08664,-0.722152,-0.567319,-0.62338,0.07908,-1.21037,0.0555332,-0.253565,0.055,-0.8087946,-0.653961,-0.710022,-0.00756,-1.29701,-0.03111,-0.340207,-0.031606,0.15483,0.098772,0.801232,-0.48822,0.77769,0.468588,0.77719,-0.05606,0.6464,-0.64305,0.622852,0.3137545,0.62235,0.70246,-0.58699,0.67891,0.3698155,0.678416,-1.28945,-0.02355,-0.33264,-0.02404,1.2659,0.9568,1.2654,-0.000497,-0.309098,0.3086"
"JAG1,0.462676,0.337241,0.34295,-0.42435,0.5685655,-0.10437,-0.45736,0.58327,0.234856,-0.362777,-0.12543,-0.119722,-0.887026,0.105889,-0.56705,-0.92004,0.1205932,-0.22782,-0.825,0.0057128,-0.761591,0.231324,-0.44161,-0.794601,0.24603,-0.102385,-0.700019,-0.7673,0.225611,-0.447327,-0.80031,0.24032,-0.108098,-0.70573,0.99292,0.31998,-0.03301,1.007619,0.6592058,0.06157,-0.67294,-1.02593,0.0147,-0.3337095,-0.931343,-0.35299,0.68764,0.33923,-0.2584,1.04063,0.69222,0.09458,-0.946047,-0.348413,-0.597633"
"JAG2,0.001631,0.712493,0.97189,-0.197359,0.4654972,0.81342,0.87954,0.46965,0.522645,0.023465,0.71086,0.970258,-0.19899,0.463866,0.81179,0.87791,0.4680218,0.521014,0.0218,0.2593971,-0.909852,-0.246995,0.10093,0.167046,-0.24284,-0.189848,-0.689028,-1.16925,-0.506392,-0.158465,-0.09235,-0.50224,-0.449245,-0.94842,0.66286,1.01078,1.0769,0.667012,0.7200042,0.22082,0.34793,0.41404,0.00416,0.0571478,-0.442032,0.06611,-0.34377,-0.29078,-0.78996,-0.40989,-0.35689,-0.85607,-0.446188,0.052992,-0.49918"
"JAK1,0.281743,0.248232,-0.0625,-0.140947,0.2137604,-0.21535,-0.15547,0.17211,-0.0967002,0.042105,-0.03351,-0.344239,-0.42269,-0.067983,-0.4971,-0.43721,-0.1096296,-0.378443,-0.24,-0.3107282,-0.389179,-0.034472,-0.46358,-0.403698,-0.07612,-0.344932,-0.206127,-0.07845,0.276257,-0.152856,-0.09297,0.23461,-0.034204,0.1046,0.35471,-0.07441,-0.01452,0.31306,0.0442467,0.18305,-0.42911,-0.36923,-0.04165,-0.3104605,-0.171656,0.05989,0.38747,0.11865,0.25746,0.32758,0.05877,0.19757,-0.130009,-0.268814,0.138805"
"JAK2,0.67998,0.512192,0.33292,-0.155113,0.4693886,-0.11011,-0.06019,-0.5191,-0.0124044,0.033385,-0.16779,-0.347057,-0.835093,-0.210591,-0.79009,-0.74017,-1.1990781,-0.692384,-0.647,-0.1792687,-0.667305,-0.042803,-0.6223,-0.572378,-1.03129,-0.524596,-0.478807,-0.48804,0.136466,-0.443031,-0.39311,-0.85202,-0.345327,-0.29954,0.6245,0.04501,0.09493,-0.363985,0.1427084,0.1885,-0.5795,-0.52958,-0.98849,-0.481793,-0.436004,0.04992,-0.40899,0.0977,0.14349,-0.45891,0.04778,0.09357,0.552483,0.506694,0.045789"
"JAK3,0.451882,0.017892,0.68518,-0.634746,-0.0302658,1.02876,-0.33453,0.10075,-0.7672766,-0.181466,-0.43399,0.233303,-1.086628,-0.482147,0.57688,-0.78641,-0.3511297,-1.219158,-0.633,0.6672922,-0.652639,-0.048158,1.01086,-0.352425,0.08286,-0.785169,-0.199358,-1.31993,-0.71545,0.343572,-1.01972,-0.58443,-1.452461,-0.86665,0.60448,1.6635,0.30021,0.735498,-0.1325304,0.45328,1.05902,-0.30427,0.13102,-0.7370108,-0.1512,-1.36329,-0.928,-1.79603,-1.21022,0.43528,-0.43274,0.15307,-0.282218,-0.868029,0.585811"
"JAM2,-0.604107,-0.057505,0.87927,-1.149106,0.5856926,-0.76979,-2.02366,-0.1748,0.0207891,-0.987119,0.5466,1.483378,-0.545,1.189799,-0.16568,-1.41955,0.4293051,0.624896,-0.383,0.9367763,-1.091602,0.643197,-0.71229,-1.966152,-0.1173,0.078294,-0.929614,-2.02838,-0.293579,-1.649062,-2.90293,-1.05407,-0.858483,-1.86639,1.7348,0.37932,-0.87455,0.974305,1.1698956,0.16199,-1.35548,-2.60935,-0.76049,-0.5649035,-1.572812,-1.25387,0.59499,0.79058,-0.21733,1.84886,2.04445,1.03654,-0.812318,0.195591,-1.007908"
"JCAD,0.767469,0.24913,0.56103,-0.457745,0.4300519,-0.1086,-1.30293,0.93418,0.5893766,-0.258014,-0.51834,-0.206443,-1.225213,-0.337417,-0.87607,-2.0704,0.1667076,-0.178092,-1.03,0.3118954,-0.706875,0.180922,-0.35773,-1.552059,0.68505,0.340246,-0.507144,-1.01877,-0.130974,-0.669625,-1.86395,0.37315,0.028351,-0.81904,0.8878,0.34915,-0.84518,1.391921,1.0471214,0.19973,-0.53865,-1.73298,0.50412,0.1593246,-0.688065,-1.19433,1.04278,0.69798,-0.14941,2.2371,1.89231,1.04492,-1.19219,-0.3448,-0.84739"
"JUN,-0.768955,-0.073556,0.39711,-0.925609,-0.1998952,-0.73756,-1.24946,-0.3642,-0.1392844,-0.336846,0.6954,1.166067,-0.156653,0.56906,0.0314,-0.4805,0.4047553,0.629671,0.432,0.4706674,-0.852053,-0.126339,-0.664,-1.175904,-0.29064,-0.065728,-0.26329,-1.32272,-0.597007,-1.13467,-1.64657,-0.76131,-0.536396,-0.73396,0.72571,0.18805,-0.32385,0.561409,0.7863244,0.58876,-0.53766,-1.04956,-0.1643,0.0606107,-0.136951,-0.5119,0.37336,0.59827,0.40071,0.88526,1.11018,0.91261,0.027354,0.224916,-0.197562"
"KAT2B,0.823827,0.921394,0.24474,0.390022,0.5621245,0.28399,-0.2461,0.80459,0.4502154,0.46823,0.09757,-0.579089,-0.433805,-0.261702,-0.53984,-1.06993,-0.0192385,-0.373612,-0.356,-0.6766565,-0.531372,-0.35927,-0.63741,-1.167494,-0.11681,-0.471179,-0.453164,0.14528,0.317387,0.039248,-0.49084,0.55985,0.205477,0.22349,0.1721,-0.10604,-0.63612,0.414566,0.0601931,0.07821,-0.27814,-0.80822,0.24246,-0.1119092,-0.093894,-0.53009,0.5206,0.16623,0.18424,1.05069,0.69631,0.71433,-0.336358,-0.354373,0.018015"
"KCNB1,-0.227596,0.289046,0.90552,0.389042,1.1100801,-0.15537,0.63789,0.2103,1.1247209,0.519868,0.51664,1.133111,0.616637,1.337676,0.07223,0.86549,0.4378946,1.352317,0.747,0.6164693,0.099995,0.821034,-0.44441,0.348845,-0.07875,0.835675,0.230822,-0.51647,0.204564,-1.060881,-0.26762,-0.69522,0.219205,-0.38565,0.72104,-0.54441,0.24885,-0.178743,0.7356793,0.13083,-1.26545,-0.47219,-0.89978,0.0146408,-0.590212,0.79326,0.36566,1.28009,0.67523,-0.42759,0.48683,-0.11802,0.309569,0.914422,-0.604853"
"KDR,0.942744,0.539921,0.04335,0.038112,1.0021816,0.54627,0.55656,0.40655,0.3007322,0.148862,-0.40282,-0.899393,-0.904632,0.059438,-0.39648,-0.38618,-0.5361889,-0.642012,-0.794,-0.4965695,-0.501809,0.462261,0.00634,0.016644,-0.13337,-0.239188,-0.391059,-0.00524,0.95883,0.502914,0.51321,0.3632,0.257381,0.10551,0.96407,0.50815,0.51845,0.368443,0.2626201,0.11075,-0.45592,-0.44562,-0.59563,-0.7014494,-0.85332,0.0103,-0.13971,-0.24553,-0.3974,-0.15001,-0.25583,-0.4077,-0.257693,-0.105823,-0.15187"
"KIAA0040,0.736664,1.024218,0.31265,0.169803,0.1436924,-0.01955,1.21478,1.67605,0.3627629,0.77285,0.28755,-0.424017,-0.566861,-0.592971,-0.75622,0.47812,0.939387,-0.373901,0.0362,-0.711571,-0.854415,-0.880525,-1.04377,0.190567,0.65183,-0.661455,-0.251368,-0.14284,-0.168954,-0.332201,0.90214,1.3634,0.050116,0.4602,-0.02611,-0.18936,1.04498,1.506248,0.1929599,0.60305,-0.16325,1.07109,1.53236,0.2190704,0.629157,1.23434,1.69561,0.38232,0.7924,0.46127,-0.85202,-0.44193,-0.903201,-1.313288,0.410087"
"KIF11,0.605674,0.460071,0.37655,0.394438,0.3640571,1.06253,1.3278,0.33415,0.6861643,0.815184,-0.1456,-0.229124,-0.211235,-0.241617,0.45685,0.72213,-0.2715207,0.08049,0.21,-0.0835216,-0.065633,-0.096014,0.60245,0.867728,-0.12592,0.226093,0.355113,0.01789,-0.012492,0.685976,0.95125,-0.0424,0.309615,0.43863,-0.03038,0.66809,0.93336,-0.060285,0.2917259,0.42075,0.69847,0.96374,-0.0299,0.3221072,0.451127,0.26527,-0.72837,-0.37636,-0.24734,-0.99365,-0.64163,-0.51262,0.481031,0.352011,0.12902"
"KIF14,-0.20793,-0.123522,0.15911,-0.122902,-0.2242565,1.23257,0.5939,-0.45611,0.214271,0.20892,0.08441,0.367043,0.085028,-0.016327,1.4405,0.80183,-0.2481783,0.422201,0.417,0.2826359,0.00062,-0.100734,1.35609,0.717423,-0.33259,0.337793,0.332442,-0.28202,-0.38337,1.073454,0.43479,-0.61522,0.055157,0.04981,-0.10135,1.35547,0.7168,-0.333206,0.3371731,0.33182,1.45682,0.81816,-0.23185,0.4385276,0.433176,-0.63867,-1.68868,-1.0183,-1.02365,-1.05001,-0.37963,-0.38498,0.665028,0.670379,-0.005351"
"KIF23,-0.069334,-0.048018,0.11215,-0.140773,-0.3080628,1.11877,1.14995,-0.30215,0.1581499,0.05658,0.02132,0.181481,-0.071439,-0.238729,1.1881,1.21929,-0.2328182,0.227484,0.126,0.1601655,-0.092755,-0.260045,1.16679,1.19797,-0.25413,0.206168,0.104598,-0.25292,-0.42021,1.006623,1.0378,-0.4143,0.046003,-0.05557,-0.16729,1.25954,1.29072,-0.161379,0.2989228,0.19735,1.42683,1.45801,0.00591,0.4662127,0.364643,0.03118,-1.42092,-0.96062,-1.06219,-1.4521,-0.9918,-1.09337,0.358732,0.460302,-0.10157"
"KIF2C,-0.482803,-0.441339,0.10629,-0.410971,0.0075693,1.75374,0.82304,-0.48045,0.4183079,0.092374,0.04146,0.589093,0.071832,0.490372,2.23654,1.30584,0.002352,0.901111,0.575,0.5476289,0.030368,0.448908,2.19508,1.264377,-0.03911,0.859647,0.533712,-0.51726,-0.098721,1.647449,0.71675,-0.58674,0.312018,-0.01392,0.41854,2.16471,1.23401,-0.06948,0.8292786,0.50334,1.74617,0.81547,-0.48802,0.4107386,0.084804,-0.9307,-2.23419,-1.33543,-1.66137,-1.30349,-0.40473,-0.73067,0.572825,0.898759,-0.325934"
"KIFC1,0.003402,-0.007525,0.19084,-0.090004,0.0101034,1.59212,1.48889,-0.36428,0.3431318,0.383467,-0.01093,0.187437,-0.093406,0.006701,1.58871,1.48549,-0.3676851,0.33973,0.38,0.1983644,-0.082479,0.017629,1.59964,1.496416,-0.35676,0.350657,0.390993,-0.28084,-0.180736,1.401277,1.29805,-0.55512,0.152293,0.19263,0.10011,1.68212,1.57889,-0.274279,0.433136,0.47347,1.58201,1.47879,-0.37439,0.3330284,0.373364,-0.10323,-1.9564,-1.24898,-1.20865,-1.85317,-1.14576,-1.10542,0.74775,0.707415,0.040336"
"KIT,0.391572,-0.368643,-0.26104,-1.393437,-0.0879269,-0.90244,-1.32307,0.01585,-0.0647644,-1.537045,-0.76021,-0.652614,-1.785008,-0.479499,-1.29401,-1.71464,-0.3757234,-0.456336,-1.93,0.1076011,-1.024793,0.280716,-0.5338,-0.954427,0.38449,0.303879,-1.168401,-1.13239,0.173115,-0.641399,-1.06203,0.27689,0.196278,-1.276,1.30551,0.491,0.07037,1.409285,1.3286721,-0.14361,-0.81451,-1.23514,0.10378,0.0231624,-1.449118,-0.42063,0.91829,0.83768,-0.6346,1.33892,1.25831,-0.21397,-1.552893,-0.080613,-1.47228"
"KLRK1,1.208263,0.084655,0.20383,-0.767555,-0.2948002,0.27729,0.71043,0.39006,-1.0075881,-0.064648,-1.12361,-1.004433,-1.975817,-1.503063,-0.93097,-0.49783,-0.8182017,-2.215851,-1.27,0.1191742,-0.85221,-0.379455,0.19264,0.625775,0.30541,-1.092243,-0.149303,-0.97138,-0.498629,0.073465,0.5066,0.18623,-1.211417,-0.26848,0.47275,1.04485,1.47799,1.157616,-0.2400332,0.70291,0.57209,1.00523,0.68486,-0.7127878,0.230152,0.43314,0.11277,-1.28488,-0.34194,-0.32037,-1.71802,-0.77508,-0.454709,-1.397649,0.94294"
"KNTC2,0.068748,0.093139,0.52962,-0.033305,0.252467,1.40271,1.19448,0.11971,0.4819585,0.424294,0.02439,0.460869,-0.102054,0.183718,1.33396,1.12573,0.0509576,0.41321,0.356,0.4364783,-0.126444,0.159328,1.30957,1.101336,0.02657,0.388819,0.331155,-0.56292,-0.277151,0.873093,0.66486,-0.40991,-0.047659,-0.10532,0.28577,1.43602,1.22778,0.153011,0.5152636,0.4576,1.15024,0.94201,-0.13276,0.2294915,0.171827,-0.20823,-1.283,-0.92075,-0.97842,-1.07477,-0.71252,-0.77018,0.304588,0.362252,-0.057664"
"KRT14,-0.060425,-1.267769,1.89027,-0.837632,0.6938258,1.7099,1.50847,-0.69707,1.6649285,-6.048515,-1.20734,1.950693,-0.777206,0.754251,1.77032,1.5689,-0.6366463,1.725354,-5.99,3.1580371,0.430138,1.961595,2.97766,2.776242,0.5707,2.932698,-4.780746,-2.7279,-1.196442,-0.180373,-0.3818,-2.58734,-0.225339,-7.93878,1.53146,2.54753,2.3461,0.14056,2.5025602,-5.21088,1.01607,0.81465,-1.3909,0.9711027,-6.742341,-0.20142,-2.40697,-0.04497,-7.75841,-2.20554,0.15646,-7.55699,-5.351443,2.362,-7.713444"
"KRT17,-0.573091,-1.239455,1.43698,-1.759709,0.5499359,3.34939,1.73095,0.80325,1.1531228,-3.094462,-0.66636,2.010068,-1.186618,1.123027,3.92248,2.30404,1.3763458,1.726214,-2.52,2.6764318,-0.520254,1.78939,4.58885,2.970405,2.04271,2.392577,-1.855007,-3.19669,-0.887041,1.912415,0.29397,-0.63372,-0.283854,-4.53144,2.30964,5.1091,3.49066,2.562964,2.9128314,-1.33475,2.79946,1.18101,0.25332,0.6031869,-3.644398,-1.61844,-2.54614,-2.19627,-6.44385,-0.9277,-0.57783,-4.82541,-3.897717,0.349868,-4.247584"
"KRT5,-1.013522,-1.655233,1.34894,-1.742427,0.4173705,2.44443,0.97501,1.19,0.5588789,-5.370931,-0.64171,2.362462,-0.728904,1.430893,3.45795,1.98853,2.2035246,1.572401,-4.36,3.0041731,-0.087193,2.072604,4.09966,2.630246,2.84524,2.214112,-3.715697,-3.09137,-0.931569,1.09549,-0.37393,-0.15894,-0.790061,-6.71987,2.1598,4.18686,2.71744,2.932429,2.3013055,-3.6285,2.02706,0.55764,0.77263,0.1415084,-5.788301,-1.46942,-1.25443,-1.88555,-7.81536,0.21499,-0.41613,-6.34594,-6.560933,-0.631123,-5.92981"
"KRT6B,-0.706312,-1.115971,0.89897,-0.776697,0.5561065,1.12829,0.72373,1.31372,0.2615001,-3.26463,-0.40966,1.605277,-0.070386,1.262418,1.8346,1.43005,2.0200289,0.967812,-2.56,2.0149365,0.339274,1.672078,2.24426,1.839705,2.42969,1.377471,-2.148659,-1.67566,-0.342859,0.229326,-0.17523,0.41475,-0.637465,-4.1636,1.3328,1.90499,1.50043,2.090414,1.0381974,-2.48793,0.57218,0.16763,0.75761,-0.2946065,-3.820737,-0.40456,0.18543,-0.86679,-4.39292,0.58998,-0.46223,-3.98836,-4.578347,-1.052217,-3.52613"
"KRT7,-0.290033,-0.98263,0.30879,-0.140476,-0.3232881,-0.43627,0.59293,-1.27541,-0.1653153,-0.796942,-0.6926,0.598818,0.149557,-0.033255,-0.14624,0.88296,-0.9853723,0.124718,-0.507,1.2914146,0.842154,0.659341,0.54636,1.575556,-0.29278,0.817314,0.185688,-0.44926,-0.632073,-0.745054,0.28414,-1.58419,-0.4741,-1.10573,-0.18281,-0.29579,0.7334,-1.134929,-0.0248397,-0.65647,-0.11298,0.91621,-0.95212,0.1579728,-0.473654,1.0292,-0.83914,0.27095,-0.36067,-1.86833,-0.75824,-1.38987,0.478463,1.11009,-0.631626"
"LAD1,-0.920637,-0.82672,-0.64354,-0.525962,-0.3818281,1.6406,1.65626,-0.8295,0.1906266,-1.692042,0.09392,0.277096,0.394675,0.538809,2.56124,2.57689,0.091133,1.111264,-0.771,0.1831782,0.300757,0.444892,2.46732,2.482975,-0.00278,1.017346,-0.865323,0.11758,0.261713,2.284142,2.2998,-0.18596,0.834168,-1.0485,0.14413,2.16656,2.18222,-0.303542,0.7165889,-1.16608,2.02243,2.03808,-0.44768,0.5724547,-1.310214,0.01565,-2.4701,-1.44997,-3.33264,-2.48576,-1.46563,-3.3483,-0.862538,1.020131,-1.882669"
"LAG3,-0.056505,-0.451226,-0.35761,-1.080851,-0.5595477,-1.30709,-1.04954,-0.18473,-0.8792686,-0.289753,-0.39472,-0.301102,-1.024346,-0.503043,-1.25059,-0.99303,-0.1282222,-0.822763,-0.233,0.0936188,-0.629625,-0.108322,-0.85587,-0.598313,0.2665,-0.428043,0.161473,-0.72324,-0.201941,-0.949486,-0.69193,0.17288,-0.521662,0.06785,0.5213,-0.22624,0.03131,0.896124,0.2015824,0.7911,-0.74755,-0.48999,0.37482,-0.3197209,0.269795,0.25756,1.12237,0.42782,1.01734,0.86481,0.17027,0.75979,-0.105025,-0.694541,0.589516"
"LAMA3,0.58057,-0.010672,0.21371,-1.499347,-0.1362537,0.56736,-0.19704,0.6492,-0.2128948,-0.593293,-0.59124,-0.366862,-2.079917,-0.716824,-0.01321,-0.77761,0.0686344,-0.793465,-1.17,0.2243799,-1.488676,-0.125582,0.57804,-0.186365,0.65988,-0.202223,-0.582621,-1.71306,-0.349962,0.353656,-0.41074,0.4355,-0.426603,-0.807,1.36309,2.06671,1.30231,2.148552,1.2864525,0.90605,0.70362,-0.06078,0.78546,-0.0766412,-0.457039,-0.7644,0.08184,-0.78026,-1.16066,0.84624,-0.01586,-0.39626,-1.242497,-0.862099,-0.380398"
"LAMB3,0.4913,-0.197513,0.2096,-1.362179,0.2265279,-0.32111,0.73152,-0.922,-0.1752011,-0.956871,-0.68881,-0.281696,-1.853479,-0.264772,-0.81241,0.24022,-1.4132971,-0.666501,-1.45,0.4071176,-1.164666,0.424041,-0.12359,0.929029,-0.72448,0.022312,-0.759358,-1.57178,0.016924,-0.530711,0.52191,-1.1316,-0.384805,-1.16648,1.58871,1.04107,2.0937,0.440182,1.186978,0.40531,-0.54763,0.50499,-1.14852,-0.4017289,-1.183399,1.05262,-0.60089,0.14591,-0.63576,-1.65351,-0.90672,-1.68839,-0.034874,0.746796,-0.78167"
"LAMC2,0.206633,-0.734025,0.39815,-1.186481,-0.6737681,-0.22394,1.68104,0.51544,-0.0688912,-0.90768,-0.94066,0.191513,-1.393115,-0.880402,-0.43057,1.47441,0.3088111,-0.275525,-1.11,1.1321715,-0.452456,0.060257,0.51009,2.415065,1.24947,0.665134,-0.173655,-1.58463,-1.071915,-0.622083,1.28289,0.1173,-0.467038,-1.30583,0.51271,0.96254,2.86752,1.701926,1.1175899,0.2788,0.44983,2.35481,1.18921,0.6048769,-0.233912,1.90498,0.73938,0.15505,-0.68374,-1.1656,-1.74993,-2.58872,-1.423124,-0.584336,-0.838789"
"LEF1,1.439028,0.985021,0.59429,0.002744,0.4821833,1.23943,0.65279,0.56242,0.2203512,1.049387,-0.45401,-0.844741,-1.436285,-0.956845,-0.1996,-0.78624,-0.8766099,-1.218677,-0.39,-0.3907337,-0.982278,-0.502838,0.25441,-0.332233,-0.4226,-0.76467,0.064366,-0.59154,-0.112104,0.645141,0.0585,-0.03187,-0.373936,0.4551,0.47944,1.23668,0.65004,0.559675,0.2176076,1.04664,0.75725,0.1706,0.08023,-0.2618321,0.567204,-0.58664,-0.67701,-1.01908,-0.19004,-0.09037,-0.43244,0.3966,0.486969,-0.342067,0.829036"
"LEFTY2,-1.073744,0.6443,0.92199,-0.947378,0.7563336,1.03982,-1.68685,-0.99911,0.6139445,0.336236,1.71804,1.995736,0.126366,1.830078,2.11357,-0.6131,0.0746307,1.687689,1.41,0.2776915,-1.591678,0.112034,0.39552,-2.331146,-1.64341,-0.030355,-0.308064,-1.86937,-0.165658,0.117833,-2.60884,-1.9211,-0.308047,-0.58576,1.70371,1.9872,-0.73947,-0.051735,1.5613228,1.28361,0.28349,-2.44318,-1.75545,-0.1423891,-0.420098,-2.72667,-2.03894,-0.42588,-0.70359,0.68773,2.30079,2.02308,1.335349,1.613058,-0.277709"
"LEMD1,-0.032847,0.817574,0.67785,-0.374197,0.8946714,1.11218,0.41185,0.83949,0.9609158,0.203201,0.85042,0.710693,-0.34135,0.927518,1.14503,0.4447,0.8723392,0.993763,0.236,-0.1397274,-1.191771,0.077098,0.29461,-0.405724,0.02192,0.143342,-0.614372,-1.05204,0.216825,0.434336,-0.266,0.16165,0.28307,-0.47464,1.26887,1.48638,0.78605,1.21369,1.3351132,0.5774,0.21751,-0.48282,-0.05518,0.0662445,-0.69147,-0.70033,-0.27269,-0.15127,-0.90898,0.42764,0.54907,-0.20865,-0.636291,0.121424,-0.757714"
"LEP,0.223138,-0.243669,1.09265,-0.090154,0.5016277,-3.74115,0.31806,-1.73498,0.0120886,-0.245784,-0.46681,0.869516,-0.313292,0.27849,-3.96429,0.09492,-1.9581137,-0.211049,-0.469,1.3363224,0.153515,0.745297,-3.49748,0.56173,-1.49131,0.255757,-0.002115,-1.18281,-0.591026,-4.833802,-0.77459,-2.82763,-1.080565,-1.33844,0.59178,-3.65099,0.40821,-1.644822,0.1022425,-0.15563,-4.24278,-0.18357,-2.2366,-0.4895391,-0.747411,4.05921,2.00617,3.75324,3.49536,-2.05304,-0.30597,-0.56384,1.489192,1.747064,-0.257872"
"LEPR,1.883888,2.348791,0.04971,1.082475,2.4319558,1.32129,0.45174,1.88273,1.6462676,1.524401,0.4649,-1.834178,-0.801413,0.548068,-0.5626,-1.43214,-0.0011608,-0.23762,-0.359,-2.2990814,-1.266316,0.083165,-1.0275,-1.897048,-0.46606,-0.702524,-0.82439,1.03276,2.382246,1.271581,0.40203,1.83302,1.596558,1.47469,1.34948,0.23882,-0.63073,0.800252,0.5637928,0.44193,-1.11067,-1.98021,-0.54923,-0.7856883,-0.907555,-0.86955,0.56144,0.32498,0.20311,1.43098,1.19452,1.07266,-0.358326,-0.236459,-0.121867"
"LFNG,1.375854,1.019889,0.7293,0.419381,1.4787752,0.35469,0.66065,1.5322,1.2790577,1.11955,-0.35597,-0.646552,-0.956473,0.102921,-1.02116,-0.7152,0.1563507,-0.096797,-0.256,-0.290587,-0.600507,0.458886,-0.66519,-0.359239,0.51232,0.259169,0.099661,-0.30992,0.749473,-0.374608,-0.06865,0.8029,0.549756,0.39025,1.05939,-0.06469,0.24127,1.112823,0.8596762,0.70017,-1.12408,-0.81812,0.05343,-0.1997176,-0.359225,0.30596,1.17751,0.92436,0.76486,0.87155,0.61841,0.4589,-0.412655,-0.253147,-0.159508"
"LIF,-1.129328,0.108334,0.51876,-1.059849,0.1979905,0.00818,0.74247,0.92593,-0.5052646,-0.92682,1.23766,1.648085,0.069479,1.327319,1.13751,1.87179,2.0552535,0.624064,0.203,0.4104226,-1.168184,0.089656,-0.10015,0.634132,0.81759,-0.613599,-1.035154,-1.57861,-0.320766,-0.510577,0.22371,0.40717,-1.024022,-1.44558,1.25784,1.06803,1.80232,1.985774,0.5545848,0.13303,-0.18981,0.54448,0.72793,-0.7032551,-1.124811,0.73429,0.91775,-0.51344,-0.935,0.18346,-1.24773,-1.66929,-1.852745,-1.43119,-0.421555"
"LIFR,1.376091,1.512817,0.57036,0.255807,1.3390896,0.3076,0.14096,1.17401,0.9904888,1.169945,0.13673,-0.80573,-1.120283,-0.037001,-1.06849,-1.23513,-0.2020796,-0.385602,-0.206,-0.9424563,-1.25701,-0.173728,-1.20522,-1.37186,-0.33881,-0.522329,-0.342873,-0.31455,0.768729,-0.262761,-0.4294,0.60365,0.420128,0.59958,1.08328,0.05179,-0.11485,0.918204,0.7346814,0.91414,-1.03149,-1.19813,-0.16508,-0.3486007,-0.169145,-0.16664,0.86641,0.68289,0.86234,1.03305,0.84953,1.02899,-0.004067,-0.183522,0.179456"
"LINC02381,1.214848,0.908482,0.65949,0.114901,0.9503855,0.67047,-0.5711,1.18104,0.2512952,0.362228,-0.30637,-0.555356,-1.099947,-0.264463,-0.54438,-1.78595,-0.0338132,-0.963553,-0.853,-0.2489899,-0.793581,0.041903,-0.23801,-1.479585,0.27255,-0.657187,-0.546255,-0.54459,0.290893,0.010976,-1.2306,0.52154,-0.408197,-0.29726,0.83548,0.55557,-0.686,1.066134,0.1363939,0.24733,-0.27992,-1.52149,0.23065,-0.6990903,-0.588158,-1.24157,0.51057,-0.41917,-0.30824,1.75214,0.8224,0.93333,-0.818807,-0.92974,0.110933"
"LPL,0.441042,0.967083,2.71325,-0.354756,1.0402816,-1.3373,2.39175,-0.8951,1.3824751,0.212444,0.52604,2.272212,-0.795797,0.59924,-1.77835,1.95071,-1.3361384,0.941433,-0.229,1.7461707,-1.321839,0.073198,-2.30439,1.424665,-1.86218,0.415392,-0.75464,-3.06801,-1.672973,-4.050558,-0.32151,-3.60835,-1.330779,-2.50081,1.39504,-0.98255,2.7465,-0.540341,1.7372307,0.5672,-2.37759,1.35147,-1.93538,0.3421935,-0.827838,3.72905,0.44221,2.71978,1.54975,-3.28684,-1.00927,-2.1793,1.10754,2.277572,-1.170031"
"LRP2,-2.014878,0.267101,-1.73166,-1.664871,-0.3923101,-1.50473,0.78345,1.99512,-0.7205845,0.510531,2.28198,0.283216,0.350007,1.622568,0.51015,2.79832,4.0100008,1.294293,2.53,-1.9987631,-1.931972,-0.659411,-1.77183,0.516345,1.72802,-0.987686,0.24343,0.06679,1.339352,0.226933,2.51511,3.72678,1.011077,2.24219,1.27256,0.16014,2.44832,3.659994,0.9442867,2.1754,-1.11242,1.17576,2.38743,-0.3282744,0.902841,2.28817,3.49985,0.78414,2.01526,1.21168,-1.50403,-0.27292,-1.484592,-2.715707,1.231116"
